Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,BMI
5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,22.0,166.0,56.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,20.322252866889244
5.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,20.0,163.0,54.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,20.32443825510934
3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,0.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,21.0,162.0,60.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,22.86236854138089
5.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,19.0,163.0,54.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,20.32443825510934
5.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,17.0,175.0,62.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,20.244897959183675
5.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,169.0,61.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,21.357795595392318
5.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,18.0,165.0,55.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,20.2020202020202
5.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,0.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,23.0,175.0,60.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,19.591836734693878
4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,4.0,5.0,0.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,16.0,161.0,54.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,20.832529609197177
5.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,23.0,188.0,90.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,25.464010864644635
4.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,0.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,21.0,180.0,85.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,26.234567901234566
5.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,23.0,156.0,56.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,23.011176857330703
5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,20.0,172.0,80.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,27.041644131963224
4.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,0.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,20.0,176.0,69.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,22.275309917355372
5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,0.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,0.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,20.0,157.0,54.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,21.907582457706194
3.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,20.0,163.0,56.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,21.077195227520797
4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,5.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,19.0,177.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.428357113217785
5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,0.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,5.0,0.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,15.0,173.0,49.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,16.372080590731397
5.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,5.0,4.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,20.0,178.0,75.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,23.671253629592222
4.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,19.0,168.0,66.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,23.3843537414966
5.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,3.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,0.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,18.0,193.0,103.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,27.65174904024269
